passage	question	label
А в июне 1981 года в ходе операции «Опера» израильской авиацией был разрушен иракский ядерный реактор Осирак. По его инициативе в Ливане были налажены контакты с представителями христианской маронитской общины, что дало возможность выхода на лидеров арабских государств. Считал, что Израиль должен иметь нормальные отношения с соседями и установил тайные контакты с руководством Иордании и Марокко.	Была ли ливанская операция против мирного иранского персонала?	FALSE
Основной проблематикой рассказа является проблема сна-реальности. Содержание. Рассказ Пелевина раннего периода происходит в начале перестройки, уже упоминается Ельцин.	Был ли распад СССР в декабре 1991 года?	FALSE
Исток в 5 км к юго-западу от села Новосимбирка на северо-востоке Кувандыкского района Оренбургской области. В верхней части течёт на северо-восток через упомянутое село, затем, в Хайбуллинском районе Башкортостана, — на восток через сёла Абубакирово и Фёдоровка. Впадает в Таналык по правому берегу напротив села Акъяр. В низовьях на реке сооружено Акъярское водохранилище (река перекрыта плотиной в 3,4 км от устья).	Разрешается ли прокладка железной дороги для транспортировки автомобилей по этому руслу?	FALSE
Кади официально носил титул «отца революции», однако Барре вскоре стал главой ВРС. Совет впоследствии арестовал членов бывшего гражданского правительства, запретил политические партии, распустил парламент и Верховный суд и приостановил действие конституции. Революционная армия ввела крупномасштабные программы общественных работ и успешно реализовала кампании городской и сельской письменности, которая помогла значительно повысить уровень грамотности.	Бисмарк, в отличие от Барре не носил титул «отца революции».	FALSE
Периоды инициализации резко сокращаются с более чем 25 мин, до примерно 6 мин при использовании 2 систем GPS и GLONASS. В случае службы TerraStar с генерированные поправки передаются для конечных пользователей с помощью телекоммуникационных спутников Inmarsat. RTCM v10.	Правда ли, что спутники имеют много разных возможностей?	FALSE
После этого Менш был назначен менеджером группы (AC/DC стали его первым полноценным клиентом), на тот момент ему было 26 лет. По совету своего друга Клиффа Бернштейна, работавшего тогда в "Mercury Records", Менш нацелился на британский коллектив Def Leppard. Он пригласил их гастролировать с AC/DC в качестве открывающей группы. В документальном фильме Би-би-си показано, что музыканты Def Leppard были недовольны своими тогдашними менеджерами Питом Мартином и Фрэнком Стюартом-Брауном, между вокалистом Джо Эллиоттом и Мартином даже произошла драка.	Ели ли у группы цель попасть на первый конкурс "Rockcard of the World" с двумя группами - Def Leppard?	FALSE
Поукок изучал зоологию под руководством профессоров (1852—1936) и Уильяма Джонсона Солласа (1849—1936) в университетском колледже Бристоля. В 1885 году он работал ассистентом в Музее естествознания в Лондоне. Он отвечал за коллекции пауков-птицеедов (Theraphosidae) и многоножек (Myriapoda). С 1904 года и до ухода на пенсию в 1923 году он был руководителем Лондонского зоопарка.	Правда ли что до открытия зоологический музей посещали с участием доктора Джонса?	FALSE
Стоит ладья в 2 с лишним раза больше, чем следующие за ней по ценности фигуры — пушки и кони. В дебюте сянци крайне важно быстрое развитие ладей: горизонтальное (вывод их на вертикали без пешек) и вертикальное (вывод их на свободные горизонтали, например на берег реки). Идеальное положение ладьи для атаки — на 2-й горизонтали противника, на краю дворца (в «глазу» слона). Эндшпили.	Чашевидные ряды фигур и фигур с большим количеством диагоналей в позиции без пешек и в позиции с пешками — хорошая защита ладьи.	FALSE
В 2006 году вышла замуж за оперного баритона Роберта Дэвиса. Пара имеет сына, живёт в Брайтоне. Творчество и репертуар.	Возможно ли вернуть в россию классику?	FALSE
Так, в 2009 году в лёгких одиночках она выступила на двух этапах Кубка мира и на мировом первенстве в Познани, где заняла итоговое 13 место. В 2010 году побывала на Азиатских играх в Гуанчжоу, откуда привезла награду серебряного достоинства, выигранную в лёгких парных двойках — в решающем финальном заезде пропустила вперёд только экипаж из Китая. Также поучаствовала в трёх этапах Кубка мира, стартовала на чемпионате мира в Карапиро, где в лёгких парных двойках заняла 14 место.	Был ли в пражском спортивном центре, где проходили соревнования, бассейн?	FALSE
1 декабря в матче против «Олимпиакоса» он дебютировал в греческой Суперлиге. В начале 2016 года контракт Леандро истек и он на правах свободного агента присоединился к ПАС Янина. 17 апреля в матче против «Ксанти» он дебютировал за новую команду.	Впервые вышел на замену в матче против пражского "Спарты"?	FALSE
«Нетрудно увидеть, как Специальный суд, учитывая их правовой статус за пределами какой-либо подотчетной, прозрачной проверки, проводимой правительственным учреждением, отличным от Управления Высшего руководителя, мог бы превратиться в основной инструмент Высшего руководителя для дисциплинарного взыскания и преследования клерикалов-диссидентов». Поскольку дела передаются в Специальный суд непосредственно аппаратом Высшего руководителя, теоретически Высший руководитель может передать в Специальный суд любое дело, которое, по его мнению, связано с каким-либо «преступлением». Обвиняемым могут быть назначены суровые наказания, в том числе смертная казнь. Очень часто обвиняемых своевременно не информируют о предъявленных обвинениях.	Обязательно ли высшее руководство в случае, если дела передаются в специальный суд, является ли оно главным инициатором их передачи в суд?	FALSE
Проживал и работал в Грузинской ССР. После окончания Кутаисского сельскохозяйственного института руководил совхозом. Скончался 25 декабря 1982 года, похоронен в городе Озургети.	Входит ли грузин в состав современной россии?	FALSE
История. Населенный пункт основан в 1834 г. башкирами деревни Бахтигареево 4-го башкирского кантона Верхнеуральского уезда Оренбургской губернии. Деревня названа в честь хорунжего Файзуллы Ильясовича Актаева (1787 г. р. ).	Был ли город, в котором жила семья Ф.Тенгизы?	FALSE
Село "Трудолюб" находится на берегах реки Лихобабовка,выше по течению примыкает село Шахворостовка,ниже по течению на расстоянии в 1,5 км расположено село Любивщина. На реке большая запруда. Рядом проходит автомобильная дорога . История.	Были ли на самом деле на берегу реки реки лихобабовка?	FALSE
Епархия Шкодера была образована в IV веке, первым епископом епархии Шкодера был Бассо. Епархия Шкодера входила в митрополию Фессалоник. В раннее средневековье епархия Шкодера входила в митрополию Диоклеи, с XI века епархия Шкодера вошла в митрополию Антивари. К концу XV века епархия Шкодера пришла в упадок и находилась в состоянии in partibus infidelium, её название использовалась при назначении титулярных епископов.	Была ли кафедра в епархии Шкодера до эпохи Папини?	FALSE
География и климат. Север департамента горист, здесь расположена высшая точка страны — гора Серро-Катедрал (514 м). Центральные районы холмисты, средняя высота — около 150 м над уровнем моря.	Известно, что в горах центральной части страны влажный теплый климат.	FALSE
На 2010 год численность оценивалась в 600 человек, часть переселилась на равнину. Несмотря на близость соседних сёл (Кунки, Худуц), их жители и жители Ашты говорят на разных языках. Считается, что в XIII—XIV веках часть жителей выселилась из аула Анчибчи, располагавшего в районе нынешнего села Кубачи, основав Ашты. Это объясняет близость языков кубачинского и аштынского.	Правда ли что часть жителей ашты переселилась в кубачинский аул?	FALSE
Поздние находки включают кирпич с именем первосвященника Амона Менхеперра и его супруги Исетемхеб. Вероятно, кирпич прибыл из порта, примыкающего к храму. От эпохи Птолемеев сохранились фрагменты статуи Птолемея VIII Эвергета II. Период Птолемеев.	Означает ли что-нибудь название древнего музея, расположенного в Египте?	FALSE
С 1938 года на партийной работе — ответственный организатор отдела ЦК ВКП(б). В августе 1938 года назначен парторгом ЦК на Ярославский резинокомбинат, одновременно возглавил Резинокомбинатский райком партии. Имея задачу существенно повысить производительность труда на не выполнявшем в течение семи лет планы комбинате, он через заводскую газету обратился к работникам, призвав их сообщать обо всех фактах, мешающих нормальному производству.	Была ли в 1937 году забастовка на Ярославском резинокомбинате?	FALSE
С конца 1942 года в звании инженер-капитан — в киногруппе Воронежского фронта, с марта 1944-го — 1-го Украинского фронта. Получил две контузии (в сентябре 1943-го и июле 1945-го). В августе 1945 года был переброшен в киногруппу Дальневосточного фронта.	Был ли инженер-капитан австро-украинской армии ком-андир бригады по борьбе с бандитизмом в г. Ухта?	FALSE
Строительство калифорнийского казино началось в феврале 2002 года. Оно открылось 20 декабря 2002 года с 20 столами для блэкджека и 200 игровыми автоматами. Казино «Парадиз (Аризона)» (англ. Paradise Casino Arizona) и казино «Парадиз (Калифорния)» (англ. Paradise Casino California) работали совместно. В 2009 году казино «Парадиз (Калифорния)» было закрыто, так как игорная деятельность племени в Калифорнии была перенесена в недавно построенный «Quechan Casino Resort», расположенный в семи милях к западу.	Была ли эта игорная деятельность запретной для калифорнийских индейцев?	FALSE
Устье реки находится в 2,5 км по левому берегу реки Цемарор. На реке стоят сёла Калоб и Цимгуда. Основные притоки — Коркогель и Ябикал, впадают слева.	Была ли цемарорья река в петровские времена?	FALSE
Поллард ставит под сомнение точность отчетов Мора, предполагая, что это была „разработка одного из нескольких циркулирующих отчетов“; однако он не сбрасывает со счетов возможность того, что это „всего лишь его собственное изобретение“, указывая на „явное сходство с историями о детях в лесу“. Клементс Маркем предполагает, что отчет Мора на самом деле был написан архиепископом Мортоном и что Тиррелл был вынужден совершить поступок для Генриха VII в период с 16 июня по 16 июля 1486 года, когда получил два общих помилования от короля. Вина Ричарда была широко признана современниками. Джордж Сели, Доминик Манчини, Джон Роус, „Хроники Фабиана“, „Хроники Кроуленда“ и „Лондонские хроники“ — все отметили исчезновение принцев, и все, кроме Манчини (который отметил, что ничего не знал о том, что произошло), повторили слухи, называя Ричарда убийцей.	Правда ли ли что Ричард получил два помилования?	FALSE
Далее, протекая по дюкеру под каналом, впадает в Новую Яхрому. До постройки канала имени Москвы река впадала сразу в Яхрому. Гидрология.	Была ли речка, протекавшая по дюкеру под рекой, впадавшая в подмосковную яму?	FALSE
Статус "хутор" поселение приобрело в 2005 году. Согласно Закону Республики Башкортостан от 20 июля 2005 года N 211-з «О внесении изменений в административно-территориальное устройство Республики Башкортостан в связи с образованием, объединением, упразднением и изменением статуса населенных пунктов, переносом административных центров», ст. 1, поселение входило в состав Михайловского сельсовета: 9. Отнести следующие поселения к категории сельских населенных пунктов, установив тип поселения — хутор:в Давлекановском районе:&lt;br&gt;а) поселение железнодорожная будка 1533 км Михайловского сельсовета;&lt;br&gt;б) поселение железнодорожная будка 1536 км Михайловского сельсовета;&lt;br&gt;в) поселение железнодорожная будка 1539 км Михайловского сельсовета.	Был ли образован хутор с одним населенным пунктом вместо одного сельского населенного пункта?	FALSE
Вместе с другими куклами он терпит издевательства и унижения Карабаса-Барабаса. Именно Арлекин должен был, не желая этого, надавать в пьесе Карабаса-Барабаса подзатыльники Пьеро. В конце сказки Арлекин вместе со всеми куклами перешёл к Буратино в театр «Молния».	Может ли злой и жестокий персонаж остаться добрым и честным?	FALSE
В ходе переговоров сторонам удалось прийти только к заключению перемирия, так как нерешёнными оставались территориальные споры. Положения второго Плюсского перемирия. В ходе переговоров сторонам удалось заключить новое перемирие сроком на 4 года. Кроме того, были достигнуты договорённости собраться 20 июля 1586 года для достижения мирного договора.	Были ли территориальные споры в ходе переговорах?	FALSE
Таким образом, в каждой местной религиозной организации амишей принимается и действует свой Орднунг. Чаще всего это даже не формальный нормативный документ, а неписаные правила, которым следуют члены данной общины амишей и которые очень важны для сохранения их религиозной идентичности. Консервативные меннониты вместо немецкого "ordnung" в том же значении обычно употребляют английские "discipline" или "standard".	Входит ли христианская вера в их национальную и религиозную идентичность?	FALSE
Затем она подписала контракт с лейблом Nonesuch Records, выпустившим альбом "Carbon Glacier". Последовавший за ним в августе 2005-го "Year of Meteors" был отмечен как «выбор критиков» в "The New York Times". В 2010-х вышли ещё две пластинки: "Saltbreakers" (2007) и "July Flame" (2010). С последней Вирс дебютирует в хит-параде Billboard 200, где она заняла 124-ю строку.	Входит ли в хит-парад 2013-го года песня с ее участием?	FALSE
Участие в конкурсах. В 1964 году Апасра победила на конкурсе Мисс Таиланд, в это время она училась в университете. Она победила на конкурсе Мисс Вселенная 1965 28 июля 1965.	Стали ли в сша конкурс для девочек?	FALSE
Центр конструкции неподвижен; там располагаются лифты, лестницы и кухня. Многие рестораны этого типа со временем перестают быть таковыми по причине высокой стоимости ремонта. История.	Часто ли рестораны переходят из жилого в нежилой фонд?	FALSE
Население. По данным Всероссийской переписи населения 2010 года в гендерной структуре населения мужчины составляли 49,1 %, женщины — соответственно 50,9 %. Согласно результатам переписи 2002 года, в национальной структуре населения якуты составляли 69 % из 430 чел. По оценке на 1 января 2009 года из 364 жителей села, эвены составили 105 человек (29 %), эвенки — 2 человека (0,5 %).	Представляют ли эвенков в амантаре?	FALSE
В 1932 году вступил в колхоз имени III Интернационала Южно-Казахстанской области. Трудился в этом колхозе табунщиком. В 1942 году вступил в колхоз, который был создан в его родном ауле. Позднее этот колхоз стал называться колхозом «Узбекистан».	Можно ли в казахстане иметь частный банк и частный банк...дается ли частным лицам разрешение на осуществление деятельности?	FALSE
Биография. Прусское правительство было очень довольно его назначением, как средством к прекращению конфликта, возбужденного его предшественником Дросте-Фишерингом. Благодаря правительственной поддержке, Гайселю удалось изгнать из учебных заведений всех свободомыслящих профессоров и учителей и заменить их фанатиками-папистами.	Были ли реформы в прусском правительстве?	FALSE
Биография. Билл Хоббс родился 30 июля 1949 года в городе Понсе, Пуэрто-Рико. Окончил Милтонскую академию, Гарвард-колледж и Гарвардскую школу бизнеса, получив степень магистра делового администрирования. Во время учёбы серьёзно занимался академической греблей, состоял в местной гребной команде «Гарвард Кримсон», неоднократно принимал участие в различных студенческих соревнованиях, в частности в 1969 и 1970 годах находился в составе гарвардских восьмёрок, выигравших традиционную регату Eastern Sprints.	Был ли он студентом университета в 1972 году?	FALSE
Когда шведский король Густав II Адольф в июне 1630 года высадился в Померании — Магдебург стал его союзником. Когда Густав Адольф осадил Ландсберг-на-Варте, предводитель войск католической лиги, граф Тилли, двинулся в Бранденбург с главными силами, надеясь вынудить шведского короля к генеральному сражению, и выделив осадный корпус под командованием генерала Паппенгейма для осады Магдебурга, защищаемого маркграфом Кристианом Бранденбургским. 17 августа Паппенгейм (3 тысячи пехоты и около 1,5 тысяч кавалерии) подошел к городу и овладел ближайшими селениями на левом берегу Эльбы, но не решился штурмовать, поджидая прибытия Тилли. Однако шведы уклонялись от сражения, маневрируя вдоль Одера, и Тилли был вынужден следовать за ними.	Входит ли курфюрст бранденбургский в состав королевства рига?	FALSE
С 1972 года преподавал в детской музыкальной школе Тогучина. В 1974 году начал руководить любительскими вокальными ансамблями, работал хормейстером в Новосибирском государственном академическом театре оперы и балета, преподавал в Новосибирском музыкальном училище. В 1975—1980 годах — певец-хормейстер Любительского камерного хора Новосибирского отделения Всероссийского хорового общества.	Разрешено ли в Японии исполнять произведения русских композиторов?	FALSE
Несмотря на поздний релиз, многие издания включили его в списки лучших альбомов года. 11 февраля альбом получил премию Грэмми -как «Лучший рок-альбом». http://echo.	Передается ли информация, содержащаяся на DVD, в виде текста?	FALSE
Хотя британский лагерь был хорошо защищен, буры добились первоначального успеха: «Разразилась страшная стрельба, за которой сразу же последовал грохот копыт по переполненному лагерю. Лошади 5-го уланского полка и Имперской легкой кавалерии бросились в бегство, вызвав сильное замешательство на плато и неустойчивость некоторых конных отрядов, которая была больше, чем нужно». Буры использовали бегущих лошадей в качестве прикрытия и уничтожили несколько пикетов англичан.	Прочитали ли в кпшвме о смерти К. Ф. Э. Скотта?	FALSE
После этого успеха в 1980 году Младенов вернулся к работе с «Левски» и с этой командой стал вице-чемпионом в сезоне 1980/81 годов. В 1982—1984 годах возглавлял португальский «Фаренсе», а в 1986 году снова стал главным тренером сборной Болгарии, возглавив её сразу по окончании чемпионата мира. Под руководством Христо сборная удачно стартовала в отборочном турнире к Евро-1988 — болгары, после побед над Ирландией (2: 1), Люксембургом (4: 1 и 3: 0) и Бельгией (2: 0), а также ничьими с Шотландией (0: 0) и Бельгией (1: 1) шли на первом месте в группе и были близки к своему историческому дебюта на европейском первенстве, однако два последних матча (с ирландцами и шотландцами) закончились двумя поражениями, после которых болгары опустились на второе место в группе и не вышли на турнир, а Младенов в конце 1987 года покинул пост главного тренера. Последним местом работы специалиста был португальский клуб «Белененсеш», главным тренером команды которого Христо Младенов был с 1989 по 1990 год. Умер 24 апреля 1996 года на 69-м году жизни.	Была ли у старшего менеджера сборной Болгарии Младенов жена или он встречался с ней?	FALSE
Сын Симона Лакса. Биография. В 1969-74 гг. учился в ENS Ulm.	Тесно ли связано с именем Лакса, его фамилией и местом рождения?	FALSE
Входит в состав Петровско-Заводского сельского поселения. География. Находится в восточной части Татарстана на расстоянии приблизительно 4 км на северо-запад по прямой от районного центра села Сарманово. История.	Официально утверждена концепция исторического поселения "Сарманово"?	FALSE
Аппий отказался от положенной ему по закону награды, поскольку его единственной целью было отомстить за дядю. В 50 году до н. э. некий "Аппий" привёл из Галлии в Италию два легиона, входившие до того в состав армии Гая Юлия Цезаря, и передал их под командование Гнея Помпея. Это были I легион, до того отданный Помпеем Цезарю, и XV. Предполагалось, что эти соединения отправятся на укрепление парфянской границы, но они остались в Италии и позже участвовали в гражданской войне.	Был ли дядя Гая Юлия, Аппий, главнокомандующим в гражданской войне?	FALSE
Помимо написания музыки Айра Ньборн также снимался в нескольких фильмах в качестве актёра, к таковым можно отнести, например, фильм «Ксанаду», где он сыграл роль лидера музыкальной группы. Если учесть, что фильмы его послужного списка очень часто становились блокбастерами, можно дать этому человеку статус культового. Самая важная его работа, принёсшая ему известность и уважение — это саундтреки к серии кинокомедий о американской полиции «Голый пистолет». Ньюборн — достаточно разносторонний человек, в музыкальной индустрии он опробовал почти все сферы деятельности: работа на концертах, аранжировка рекламных роликов, постановка мюзиклов на Бродвее, сведение дисков на звукозаписывающих студиях, дирижёрство.	Есть ли в творчестве Айра Ньборна упоминания режиссеров и композиторов?	FALSE
Последнее воинское звание в старой армии — полковник. В начале 1918 года демобилизован. В Гражданской войне не участвовал.	Был ли у царского правительства на стороне большевиков?	FALSE
Яков. Контрабандист. Хитрый, жадный до безумия. Для организации контрабанды с бриллиантами обратился к Михаилу Родю, смотрителю маяка.	Был ли криминал в том месте где проходил осмотр?	FALSE
Вспомогательный епископ Гуаякиля и титулярный епископ Аусафы с 20 апреля 1972 по 29 апреля 1975. Епископ Асогеса с 29 апреля 1975 по 8 июля 1989. Титулярный епископ Паусеры с 8 июля 1989 по 7 марта 1998. Военный ординарий Эквадора с 8 июля 1989 по 21 марта 2003.	Был ли епископ Аусафы избран на собор?	FALSE
В 1920—1930 годах Григорий Антонович Медведев написал картины, отражающие жизнь марийского народа, исторические картины, среди них: «Поход Стеньки Разина» (1926) и «Сбор ясака» (1928), а также создал серию картин «Сплав леса по реке Кокшаге» (1920-е годы, 1935). Григорий Антонович является членом ТатАХХР (1923) и членом Союза художников СССР (1932). Скончался в 1944 году в посёлке Абрамцево Московской области, где жил с 1932 года. Картины художника, Медведева Григория Антоновича находятся в Национальном музее Республики Марий Эл имени Тимофея Евсеева.	Правда ли что в марийском селении Абрамцево Григорий Антонович написал несколько картин?	FALSE
Фёдор Федосеевич Брагин в девятой пятилетке сверх плана вывез 7 тысяч кубометров леса, а задания 10-й пятилетки выполнил в 4 года. Ему было присвоено звание «Лучший водитель комбината «Удмуртлес». Фёдор Федосеевич Брагин принимал активное участие в общественной жизни: неоднократно был избран членом партбюро лесопункта, депутатом районного и областного совета профсоюзов, а также в президиум обкома профсоюза отрасли, был председателем группы народного контроля. Умер Фёдор Федосеевич 15 февраля 2000 года.	Вовсе ли он был талантливее своих начальников?	FALSE
6 марта 2022 года после вторжения России на Украину подписала письмо в поддержу действий президента Владимира Путина. Научная работа. Профессор И. А. Краева является автором более 60 публикаций по лексикологии и лингводидактике (статей в ведущих статусных научных журналах, учебников и учебно-методических пособий), Индекс Хирша —7. Цитаты.	Есть ли в русском языке прилагательные с приставками "пресмыкающийся" и "пресмыкающийся": "вспененный", "вспользованный"?	FALSE
Уничтожив следы, братья делают вид, что ничего не произошло. Однако, на следующий день их коллега Роберт Сеймур (Марк Стронг) находит свидетеля убийства девушки, который рассказывает, что убийца — его друг Даррел. Осознав, что убили невиновного, Джои и Крисси пытаются отвести от себя подозрения.	Был ли брат изнасилован девушкой?	FALSE
В 2005 году он заключил контракт с клубом «Грассхоппер». И здесь он играл в течение двух лет. Выходил на поле в семидесяти пяти матчах.	Входит ли клуб «Грассхоппер» в состав «Трехцветных»?	FALSE
Крестными новорожденного стали: его старший брат Гийом и Астрид, принцесса Бельгийская. Себастьян имеет трех старших братьев: Гийома, Феликса и Луи и сестру Александру. Учился в школе Ангельсберга, Международной школе Святого Георгия, Summer Fields School в Оксфорде и колледже Амплфорта. В 2011 году окончил Международную школу в Люксембурге.	Был ли Себастьян в классе ангельсберг?	FALSE
Следующим шагом в развитии стал новый ритуал Фридриха Людвига Шрёдера, который до 1800 года полностью переработал ритуал «Древних», а также пересмотрел конституцию Провинциальной великой ложи Гамбурга. В 1808 году в ложах ВПЛГ созрело предложение выйти из прямого подчинения Английской великой ложи. Эта идея была вызвана французской оккупацией Гамбурга. Чтобы предотвратить инсинуации, связанные с Великим востоком Франции, 4 февраля 1811 года, было объявлено о создании Великой ложи Гамбурга.	Разве великая ложе стала частью Великого востока?	FALSE
Фильмография. Книга Александра Золототрубова «Сталинградская битва. Зарево над Волгой» стала одним из источников, положенных в основу фильма «Сталинград» Федора Бондарчука. Библиография.	Есть ли еще свидетельства военных действий в начале 1942 года?	FALSE
Затем он был рукоположен, как сообщает Абу-ль-Фарадж бин Харун, Крстапором (Христофор) Армянинином в епископы, в 559 году; Барадей, Иаков поставил Ахудеммеха в митрополиты города Тикрита. Ахудеммех активно занимается миссионерской деятельностью — обращением в христианство арабских племён, кочевавших в Междуречье. Ахудеммех испытывает большие трудности в проповедничестве, он терпит жару и холод, преодолевает языковой барьер между сирийским и арабским языками, постоянно перемещается по Междуречью.	Была ли в 559 году междуречья миссионерская миссия?	FALSE
Во время правления Генриха II Джон сохранил большую часть своих приобретений, а должность главного маршала стала наследственной в его семье, именно от неё возникло родовое прозвание — Маршал. Позже Джон попал в опалу, и не играл серьёзной роли в английской политике, однако в 1164 году он начал тяжбу против архиепископа Кентерберийского Томаса Беккета, которой воспользовался король, чтобы изгнать архиепископа из Англии. От брака с Сибилой, происходившей из англо-нормандского рода, имевшего богатые владения в Уилтшире. В этом браке родилось 4 сына и 3 дочери.	Наследство перешло согласно права по представлению королевы в 1165 году, когда Генри стал королём?	FALSE
